"uri","label"
NULL,"pindolol"
NULL,"classification, random forest, sentinel-1, sentinel-2"
NULL,"polyvinil alcohol"
NULL,"mrsa"
NULL,"efsa"
NULL,"multiwalled carbon nanotubes np"
NULL,"european food safety agency"
NULL,"perfluoroalkyl substances pga"
NULL,"cinnamon essential oil cnt"
NULL,"biodegradable natural polymers"
NULL,"reduced graphene oxide ros"
NULL,"anti-infective agents"
NULL,"polybutylene succinate"
NULL,"biodegradable natural polymers ceo"
NULL,"ultraviolet"
NULL,"poly(glycolic acid) phb"
NULL,"methicillin-resistant staphylococcus aureus mwcnts"
NULL,"generally recognized as safe msn"
NULL,"pbs"
NULL,"perfluoroalkyl substances"
NULL,"ceo"
NULL,"generally recognized as safe"
NULL,"phbv"
NULL,"pga"
NULL,"cinnamon essential oil"
NULL,"poly(3-hydroxybutyrate-co-3-hydroxyvalerate)"
NULL,"food and drug administration"
NULL,"food packaging"
NULL,"plga"
NULL,"ros"
NULL,"european food safety agency fda"
NULL,"mesoporous silica nanoparticles mrsa"
NULL,"food safety"
NULL,"pcl"
NULL,"go"
NULL,"pla"
NULL,"nanoparticles pbs"
NULL,"shelf life"
NULL,"poly(lactic acid)"
NULL,"food and drug administration go"
NULL,"fda"
NULL,"poly(ε-caprolactone) pfas"
NULL,"nanofillers"
NULL,"polybutylene succinate pcl"
NULL,"cnt"
NULL,"phb"
NULL,"graphene oxide gras"
NULL,"multiwalled carbon nanotubes"
NULL,"methicillin-resistant staphylococcus aureus"
NULL,"poly(hydroxybutyrate)"
NULL,"reduced graphene oxide"
NULL,"np"
NULL,"poly(hydroxybutyrate) phbv"
NULL,"rgo"
NULL,"gras"
NULL,"nanocomposites"
NULL,"poly(lactide-co-glycolide)"
NULL,"mwcnts"
NULL,"msn"
NULL,"carbon nanotube"
NULL,"mesoporous silica nanoparticles"
NULL,"foodborne pathogens"
NULL,"poly(3-hydroxybutyrate-co-3-hydroxyvalerate) pla"
NULL,"carbon nanotube efsa"
NULL,"664"
NULL,"uv"
NULL,"polyvinil alcohol rgo"
NULL,"poly(lactic acid) plga"
NULL,"reactive oxygen species uv"
NULL,"food industry,  food safety, agriculture"
NULL,"poly(glycolic acid)"
NULL,"shelf life bnp"
NULL,"pva"
NULL,"nanoparticles"
NULL,"poly(lactide-co-glycolide) pva"
NULL,"poly(ε-caprolactone)"
NULL,"pirinčani žižak"
NULL,"skladišne štetočine"
NULL,"fluktuirajuća asimetrija"
NULL,"fitnes"
NULL,"host shift"
NULL,"precision agriculture , yield prediction"
NULL,"<i>populus</i> sp."
NULL,"multispectral imaging"
NULL,"<i>fenusella hortulana</i> (klug；1818)"
NULL,"phenology"
NULL,"oilseed rape"
NULL,"agricultural productivity"
NULL,"rapeseed"
NULL,"uav technology"
NULL,"membranes, artificial"
NULL,"equipment design"
NULL,"bees"
NULL,"chemical fractionation"
NULL,"molecular dynamics simulation"
NULL,"pheromones"
NULL,"polyethylene glycols"
NULL,"animal communication"
NULL,"molecular weight"
NULL,"dimethylpolysiloxanes"
NULL,"crop yield prediction, data fusion, matrix factorization"
NULL,"geography (general)"
NULL,"groundwater; geographic information systems (gis); water management; fuzzy analytic hierarchy process (fahp)"
NULL,"geographic information systems (gis)"
NULL,"g1-922"
NULL,"fuzzy analytic hierarchy process (fahp)"
NULL,"pca"
NULL,"dextrans"
NULL,"apoptosis"
NULL,"cerium"
NULL,"fibroblasts"
NULL,"vca"
NULL,"cell line"
NULL,"raman spectroscopy"
NULL,"mrc-5 fibroblasts"
NULL,"single-cell analysis"
NULL,"lung"
NULL,"ceo2"
NULL,"robotics"
NULL,"robotics, agriculture, spraying, weeds"
NULL,"magnetophoresis"
NULL,"magnetic microparticles"
NULL,"magnetic labeling"
NULL,"microfluidics"
NULL,"particle tracking"
NULL,"magnetics"
NULL,"bacteria quantification"
NULL,"biosensing"
NULL,"water microbiology"
NULL,"mice"
NULL,"image processing, computer-assisted"
NULL,"magnetic resonance imaging"
NULL,"markov chains"
NULL,"technology and engineering"
NULL,"markov random field"
NULL,"loraks"
NULL,"image reconstruction"
NULL,"networks"
NULL,"magnetic resonance imaging; markov random field; image reconstruction"
NULL,"mage-reconstruction"
NULL,"plasmonic sensor"
NULL,"metal-insulator-metal"
NULL,"triangular cavity"
NULL,"optical sensors"
NULL,"ndvi"
NULL,"genome rearrangement"
NULL,"sequence reconstruction"
NULL,"genomics (q-bio.gn)"
NULL,"dna storage"
NULL,"permutation"
NULL,"05a05, 68r05, 92b99, 92d20, 94b25"
NULL,"error-correcting code"
NULL,"tandem-duplication-random-loss"
NULL,"quantitative biology - genomics"
NULL,"portfolio optimisation"
NULL,"data analytics"
NULL,"evolutionary algorithms"
NULL,"dss"
NULL,"<i>map of the natural vegetation of europe</i>"
NULL,"orfeo toolbox"
NULL,"unmanned aerial vehicle; object-based image analysis; orfeo toolbox; qgis; random forest; hoverfly; map of the natural vegetation of europe"
NULL,"unmanned aerial vehicle"
NULL,"object-based image analysis"
NULL,"map of the natural vegetation of europe"
NULL,"unmanned aerial vehicle; object-based image analysis; orfeo toolbox; qgis; random forest; hoverfly; map of the natural vegetation of europe"
NULL,"qgis"
NULL,"bounds on codes"
NULL,"synchronization error"
NULL,"repetition error"
NULL,"sticky insertion"
NULL,"tandem duplication"
NULL,"94b20, 94b25, 94b50, 94b65, 68p20, 68p30, 68r05"
NULL,"convolutional neural networks; deer; animal counting; deep learning; yolo; ssd"
NULL,"convolutional neural networks"
NULL,"deer"
NULL,"yolo"
NULL,"tl1-4050"
NULL,"animal counting"
NULL,"ssd"
NULL,"motor vehicles. aeronautics. astronautics"
NULL,"cellular agriculture; stem cells; progenitor cells; tissue engineering; cultured meat; cultured seafood"
NULL,"meat"
NULL,"stem cells"
NULL,"fishes"
NULL,"progenitor cells"
NULL,"cultured seafood"
NULL,"tissue engineering"
NULL,"cultured meat"
NULL,"cellular agriculture"
NULL,"instance segmentation"
NULL,"electrical engineering. electronics. nuclear engineering"
NULL,"transfer learning"
NULL,"encoding spectral information in hsi"
NULL,"hyperspectral imaging (hsi)"
NULL,"tk1-9971"
NULL,"butterflycommunity;landscapecomposition;monoculturelandscape"
NULL,"sensors"
NULL,"bioreactor"
NULL,"cultivated meat"
NULL,"cultivated meat, cultured meat, sensors, cellular agriculture, modeling"
NULL,"electronic nose"
NULL,"linear discriminant analysis"
NULL,"chemistry, multidisciplinary"
NULL,"volatile organic-compounds"
NULL,"supported vectror machine"
NULL,"nanotubes"
NULL,"e-nose"
NULL,"breathomics"
NULL,"thin-films"
NULL,"swcnts"
NULL,"random networks"
NULL,"copd"
NULL,"ta318"
NULL,"ta215"
NULL,"walled carbon nanotubes"
NULL,"breath analysis"
NULL,"swcnt sensor"
NULL,"34 chemical sciences"
NULL,"ammonia; biomarkers; carbon nanotubes; classification (of information); clustering algorithms; molecules; nitrogen oxides; principal component analysis; sulfur compounds; support vector machines"
NULL,"room-temperature"
NULL,"ammonia sensor"
NULL,"no2 detection"
NULL,"03 chemical sciences"
NULL,"resistive sensors"
NULL,"area size"
NULL,"pha"
NULL,"comparison"
NULL,"syrphidae."
NULL,"cryptic taxa, distribution, dna sequences, environmental niche modelling, geometric morphometry, identification key, new species, palaearctic"
NULL,"deep learning, hyperspectral imaging, semantic segmentation, tomato sepals"
NULL,"emerging contamints"
NULL,"31 ciencias agrarias::3101 agroquímica"
NULL,"ecological risk assessment"
NULL,"triticum"
NULL,"pgpb"
NULL,"plant growth promoting bacteria"
NULL,"bibliometric analysis"
NULL,"ta703-712"
NULL,"engineering geology. rock mechanics. soil mechanics. underground construction"
NULL,"co-cited network analysis"
NULL,"terms co-occurrence"
NULL,"participatory soil citizen science"
NULL,"soil health assessment"
NULL,"long-term experiment"
NULL,"urban soils"
NULL,"urban planning"
NULL,"urban green areas"
NULL,"systematic literature review"
NULL,"life cycle assessment"
NULL,"food-fuel debate"
NULL,"carthamus tinctorius"
NULL,"ricinus communis"
NULL,"agroecosystem"
NULL,"regenerative farming"
NULL,"fano resonance; metal-insulator-metal; plasmonic sensor; triangular cavity"
NULL,"fano resonance"
NULL,"signal processing (eess.sp)"
NULL,"fos: electrical engineering, electronic engineering, information engineering"
NULL,"electrical engineering and systems science - signal processing"
NULL,"process-based"
NULL,"crop growth models"
NULL,"data-driven"
NULL,"yield prediction"
NULL,"dynamic crop growth models"
NULL,"surrogate models"
NULL,"crop models"
NULL,"metamodels"
NULL,"neural networks"
NULL,"bees; habitat types; hoverflies; intensive agriculture; landscape composition; pollination"
NULL,"social sciences (general)"
NULL,"h1-99"
NULL,"q1-390"
NULL,"science (general)"
NULL,"graphene field effect transistor"
NULL,"allergen detection"
NULL,"birch pollen"
NULL,"air sampling"
NULL,"biosensor"
NULL,"humidity resistance"
NULL,"zno nanoparticles"
NULL,"uv sensors"
NULL,"paper-based device"
NULL,"paper-based device; uv sensors; zno nanoparticles; humidity resistance"
NULL,"volatile organic compounds"
NULL,"ethanol"
NULL,"pilot projects"
NULL,"acetone"
NULL,"hemiterpenes"
NULL,"diabetes mellitus, type 2"
NULL,"breath tests"
NULL,"exhalation"
NULL,"pentanes"
NULL,"butadienes"
NULL,"life style"
NULL,"ruthenium-based anti-cancer drugs"
NULL,"ruthenium-based anticancer drugs"
NULL,"ph-responsive drug delivery"
NULL,"controlled drug delivery"
NULL,"cancer treatment"
NULL,"rs1-441"
NULL,"pharmacy and materia medica"
NULL,"ddc:"
NULL,"flexible substrate"
NULL,"laser ablation"
NULL,"humidity sensors"
NULL,"tio2 nanoparticles"
NULL,"screen-printing"
NULL,"humidity sensors; flexible substrate; tio<sub>2</sub> nanoparticles; screen-printing; laser ablation"
NULL,"proximal sensing, remote sensing, interpolation, data filtration"
NULL,"hyperspectral images"
NULL,"electrochemical techniques"
NULL,"plants, genetically modified"
NULL,"electrodes"
NULL,"nanostructures"
NULL,"chemometrics"
NULL,"fruit storage"
NULL,"multivariate"
NULL,"0404 agricultural biotechnology"
NULL,"0405 other agricultural sciences"
NULL,"global warming, insects, strictly protected species, species distribution modelling"
NULL,"crop monitoring, proximal sensing, sentinel-2, vegetation indices, correlation"
NULL,"crop mapping"
NULL,"sentinel-1"
NULL,"pre-trained model"
NULL,"domain"
NULL,"coi"
NULL,"adult morphology, coi, its2, chrysotoxum hispanicum sp.n., chrysotoxum anatolicum sp.n., identification key"
NULL,"adultmorphology"
NULL,"chrysotoxum anatolicum sp. n."
NULL,"chrysotoxum hispanicum sp. n."
NULL,"identification key"
NULL,"organisms, genetically modified"
NULL,"nucleic acids"
NULL,"stable isotope analysis"
NULL,"burial"
NULL,"human skeletal remains"
NULL,"stable isotopes"
NULL,"medieval period"
NULL,"medieval burial"
NULL,"supska"
NULL,"ams dating"
NULL,"14c ams dating"
NULL,"fused deposition modelling (fdm)"
NULL,"electromagnetic band gap (ebg)"
NULL,"phase-shift method"
NULL,"microstrip sensor; electromagnetic band gap (ebg); microfluidics; 3d printing; fused deposition modelling (fdm); phase-shift method"
NULL,"microstrip sensor"
NULL,"3d printing"
NULL,"fruit quality"
NULL,"non-destructive"
NULL,"dehydration"
NULL,"firmness"
NULL,"ripening"
NULL,"msns"
NULL,"cancer biomarkers"
NULL,"biosensors"
NULL,"optical detection"
NULL,"silicon dioxide"
NULL,"neoplasms"
NULL,"electrochemical detection"
NULL,"biomarkers, tumor"
NULL,"dual-mode resonator"
NULL,"low-temperature co-fired ceramics"
NULL,"microwave sensor; dual-mode resonator; microstrip; microfluidics; low-temperature co-fired ceramics"
NULL,"microstrip"
NULL,"tomato, cell weakness, fungal attack, hyperspectral imaging, machine learning"
NULL,"stochastic gradient descent (sgd)"
NULL,"polygon-pixel intersection (ppi)"
NULL,"710"
NULL,"high performance computing (hpc)"
NULL,"eco-friendly zno nanoparticles"
NULL,"computational modeling"
NULL,"precision agriculture; remote sensing; polygon-pixel intersection (ppi); stochastic gradient descent (sgd); high performance computing (hpc)"
NULL,"airborne starch"
NULL,"aerobiology"
NULL,"automatic monitoring"
NULL,"dispersion modelling"
NULL,"v2ctx"
NULL,"sers"
NULL,"vanadium carbide"
NULL,"physics - biological physics"
NULL,"membranes"
NULL,"pdms"
NULL,"md"
NULL,"gfn2-xtb"
NULL,"mims"
NULL,"dft"
NULL,"carbon nanotubes"
NULL,"fluorescent proteins"
NULL,"optoelectronics"
NULL,"ta221"
NULL,"phototransistors"
NULL,"bionanohybrids"
NULL,"wheat; zinc oxide nanoparticles; gei; ammi"
NULL,"ammi"
NULL,"gei"
NULL,"zinc oxide nanoparticles"
NULL,"ammi"
NULL,"seed priming"
NULL,"horticulture"
NULL,"grain yield"
NULL,"multiplicative interaction"
NULL,"gene–environment interaction"
NULL,"aeration"
NULL,"insect-based food"
NULL,"edible insects"
NULL,"entomophagy"
NULL,"consumer acceptance"
NULL,"0402 animal and dairy science"
NULL,"zero-error capacity"
NULL,"variable-length code"
NULL,"channel capacity"
NULL,"feedback"
NULL,"94a24, 94a45, 68p30"
NULL,"gelfand–pinsker"
NULL,"channel with states"
NULL,"0508 media and communications"
NULL,"femtosec-ond laser"
NULL,"graphene"
NULL,"fysikaalinen kemia"
NULL,"kaksiulotteisuus"
NULL,"laserpulssit"
NULL,"2d materials"
NULL,"physical chemistry"
NULL,"lasertekniikka"
NULL,"multiphoton process"
NULL,"charge carrier dynamics"
NULL,"transition metal dichalco-genide"
NULL,"fotoniikka"
NULL,"nanoscience center"
NULL,"grafeeni"
NULL,"siirtymämetallit"
NULL,"atomic reconstruction"
NULL,"physics - instrumentation and detectors"
NULL,"condensed matter - mesoscale and nanoscale physics"
NULL,"biomolecules (q-bio.bm)"
NULL,"instrumentation and detectors (physics.ins-det)"
NULL,"quantitative biology - biomolecules"
NULL,"mesoscale and nanoscale physics (cond-mat.mes-hall)"
NULL,"on-the-go measurement"
NULL,"central composite design"
NULL,"rice weevil"
NULL,"fluctuating asymmetry"
NULL,"fluctuating asymmetry,abundance, rice weevil, wheat"
NULL,"patents as topic"
NULL,"renal insufficiency, chronic"
NULL,"biomarkers"
NULL,"functional characteristics"
NULL,"missing species"
NULL,"disturbance"
NULL,"community"
NULL,"oak decline"
NULL,"predicted yield, protein and selective harvesting maps"
NULL,"glycine max"
NULL,"midwestern united states"
NULL,"regression analysis"
NULL,"radiation"
NULL,"cavity resonator"
NULL,"microstrip-ridge gap waveguide (ms-rgw)"
NULL,"mushroom unit cell"
NULL,"condensed matter physic"
NULL,"electrical and electronic engineering"
NULL,"nutritional quality"
NULL,"aflatoxin b1-adsorbing properties"
NULL,"blackberry seed cold-pressed oil cake"
NULL,"mineral composition"
NULL,"biosorbents characterization"
NULL,"nitrates"
NULL,"ugv; precision agriculture; artificial intelligence; soil nutrient analysis; soil sampling"
NULL,"robotic surgical procedures"
NULL,"ugv"
NULL,"models"
NULL,"land cover change"
NULL,"cheilosia"
NULL,"bioindicators"
NULL,"merodon"
NULL,"bioindicators; cheilosia; connectivity; insects; land cover change; landscape structure; merodon; species richness"
NULL,"qh540 ecology / ökológia"
NULL,"responses"
NULL,"dewey decimal classification::500 | naturwissenschaften::540 | chemie"
NULL,"limit of detection"
NULL,"matrix metalloproteinase 2"
NULL,"land use and land cover analysis"
NULL,"vegetation response"
NULL,"sentinel-2; drought; soil moisture; evapotranspiration; vegetation response; surface water and wetland analysis; land use and land cover analysis"
NULL,"drought"
NULL,"surface water and wetland analysis"
NULL,"sentinel-2; drought"
NULL,"qd71-142"
NULL,"computationalmodeling;eco-friendlyznonanoparticles;environmentalwater;pesticides;sensor"
NULL,"eco-friendly zno nanoparticles;"
NULL,"[sdv.mp] life sciences [q-bio]/microbiology and parasitology"
NULL,"analytical chemistry"
NULL,"sensor"
NULL,"oxides"
NULL,"computational engineering, finance, and science (cs.ce)"
NULL,"metals"
NULL,"computer science - computational engineering, finance, and science"
NULL,"european ground squirrel"
NULL,"habitat monitoring data"
NULL,"presence/absence data"
NULL,"presence/ absence data"
NULL,"connectivity;conservation;europeangroundsquirrel;grasslands;habitatmonitoringdata;habitatnetworks;presence/absencedata"
NULL,"habitat networks"
NULL,"irrigation, earth observation, machine learning, water management, agriculture"
NULL,"cell-based meat"
NULL,"wing shape"
NULL,"distribution"
NULL,"a"
NULL,"mmp2"
NULL,"general works"
NULL,"paper substrate"
NULL,"disposable sensors"
NULL,"humidity passivation; paper substrate; zno nanoparticles; disposable sensors"
NULL,"humidity passivation"
NULL,"targeted drug delivery"
NULL,"paclitaxel"
NULL,"cyclodextrin"
NULL,"glioblastoma multiforme"
NULL,"ph-responsive"
NULL,"acoustic waveguide"
NULL,"isolator"
NULL,"spoof surface plasmon polariton"
NULL,"environmental sustainability"
NULL,"metric framework"
NULL,"agronomic practices"
NULL,"image mosaicking"
NULL,"791"
NULL,"forest research"
NULL,"feature prediction"
NULL,"satellite images"
NULL,"forest inventory"
NULL,"forest soil, agricultural soil"
NULL,"forest soil"
NULL,"lucas soil survey"
NULL,"european mineral soils"
NULL,"forest science"
NULL,"sensor array"
NULL,"resnet"
NULL,"molecular  characterization"
NULL,"biodiversity,  bio-indicators,  dna,  molecular  characterization, nematodes, soil ecosystems."
NULL,"biodiversity, bio-indicators, dna, molecular characterization, nematodes, soil ecosystems."
NULL,"nematodes"
NULL,"bio-indicators"
NULL,"soil ecosystems"
NULL,"aerobiology; airborne spores; wheat; phenology; meteorology"
NULL,"airborne spores"
NULL,"3103.04 protección de los cultivos"
NULL,"plant sciences"
NULL,"plant pathology"
NULL,"other plant sciences"
NULL,"fungal guild"
NULL,"<i>solanum tuberosum</i>"
NULL,"potato cultivars"
NULL,"host specificity"
NULL,"solanum tuberosum"
NULL,"soil spectral libraries"
NULL,"60504 microbial ecology"
NULL,"microdialysis"
NULL,"respiration rates"
NULL,"nlfa"
NULL,"13c isotopic labeling"
NULL,"ergosterol"
NULL,"ergosterol; glfa; nlfa; phospholipid fatty acids; soil lipids"
NULL,"phospholipid fatty acid"
NULL,"phospholipid fatty acids"
NULL,"glfa"
NULL,"oxygen depletion"
NULL,"root exudation"
NULL,"short-chain fatty acids"
NULL,"reverse microdialysis"
NULL,"sugar metabolism"
NULL,"thizosphere priming effect"
NULL,"crabtree effect"
NULL,"rhizosphere priming effect"
NULL,"fungal ecology; microbial ecology; symbiosis"
NULL,"rna, ribosomal, 16s"
NULL,"fungal ecology"
NULL,"microbial metabolites"
NULL,"artificial root exudate"
NULL,"cation mobilization"
NULL,"growth yield trade-off"
NULL,"biogeochemical feedback"
NULL,"rhizosphere processes"
NULL,"disease control"
NULL,"phaeoacremonium minimum"
NULL,"esca of grapevine"
NULL,"botryosphaeriaceae"
NULL,"grapevine tracheomicotic fungi"
NULL,"nursery"
NULL,"propagation material disinfection"
NULL,"phaeomoniella chlamidospora"
NULL,"grapevine trunk disease"
NULL,"rna-seq"
NULL,"tomato spotted wilt virus (tswv)"
NULL,"transcriptome"
NULL,"perturbations"
NULL,"transient state"
NULL,"pulse event"
NULL,"anthracnose"
NULL,"olive"
NULL,"diseases"
NULL,"fruit rot"
NULL,"colletotrichum"
NULL,"general science & technology"
NULL,"flowers"
NULL,"california"
NULL,"aspergillus flavus"
NULL,"pest control, biological"
NULL,"almonds"
NULL,"feeding behavior"
NULL,"biological"
NULL,"prunus dulcis"
NULL,"emerging infectious diseases"
NULL,"infectious diseases"
NULL,"pistacia"
NULL,"food microbiology"
NULL,"pest control"
NULL,"ficus"
NULL,"pistachios"
NULL,"figs"
NULL,"micotoxinas"
NULL,"argentina"
NULL,"genetic variation"
"https://purl.org/becyt/ford/4.5",NULL
NULL,"aflatoxinas"
NULL,"antibiosis"
"https://purl.org/becyt/ford/4",NULL
NULL,"maíz"
NULL,"microfluidics, microbially induced calcite precipitation, micp, image processing, structural heterogeneity"
NULL,"3403 macromolecular and materials chemistry"
NULL,"4003 biomedical engineering"
NULL,"40 engineering"
NULL,"micp"
NULL,"upscaling"
NULL,"quality control"
NULL,"dynamic penetrometer"
NULL,"field testing"
NULL,"0201 civil engineering"
NULL,"calcium carbonate"
NULL,"chemical precipitation"
NULL,"chemical precipitation; microfluidics; calcium carbonate/chemistry; porosity; soil; bacteria"
NULL,"soil image analysis"
NULL,"soil measuring"
NULL,"micromorphology"
NULL,"computed tomography"
NULL,"earthworms; micromorphology"
NULL,"chemotactic factors"
NULL,"pseudomonas putida"
NULL,"chemotaxis"
NULL,"bioaccessibility"
NULL,"microbe-microbe cotransport"
NULL,"polycyclic aromatic hydrocarbons"
NULL,"micrometer-sized pores"
NULL,"hexachlorocyclohexane"
NULL,"gamma-aminobutyric acid"
NULL,"hitchhiking"
NULL,"bioturbation"
NULL,"soil mechanics"
NULL,"pathogen dispersal"
NULL,"arachnophobia, biodiversity monitoring, biomimetic technology, human well-being, insecticides, nature-based solutions, nutrient cycling, pathogen dispersal, pest suppression, silk"
NULL,"biomimetic technology"
NULL,"nutrient cycling"
NULL,"spiders"
NULL,"pest suppression"
NULL,"arachnophobia"
NULL,"biodiversity monitoring"
NULL,"silk"
NULL,"original article"
NULL,"human well-being"
NULL,"insecticides"
NULL,"spi"
NULL,"tvdi"
NULL,"wavelet-anfis"
NULL,"lag time"
NULL,"computer vision and pattern recognition (cs.cv)"
NULL,"computer science - computer vision and pattern recognition"
NULL,"chiroptera"
NULL,"biología y biomedicina / biología"
NULL,"dissolved organic matter quality"
NULL,"pyrenes"
NULL,"sunflower"
NULL,"bioremediation"
NULL,"data curation/statistics & numerical data"
NULL,"data curation/statistics &amp; numerical data"
NULL,"european union"
NULL,"data collection/statistics &amp; numerical data"
NULL,"data collection/statistics & numerical data"
NULL,"ethics"
NULL,"stakeholder participation"
NULL,"artificial intelligence/ethics"
NULL,"import licence"
NULL,"harm reduction/ethics"
NULL,"legally protected right"
NULL,"export licence"
NULL,"information dissemination"
NULL,"selective dissemination of information"
NULL,"intellectual property"
NULL,"soil shipment"
NULL,"methods"
NULL,"mapping"
NULL,"development co-operation"
NULL,"intersectoral collaboration"
NULL,"environmental economic valuation"
NULL,"evaluation method"
NULL,"costs and cost analysis/economics"
NULL,"social participation"
NULL,"mutualism"
NULL,"element cycling"
NULL,"eukaryota"
NULL,"one health"
NULL,"pathogen"
NULL,"0601 history and archaeology"
NULL,"06 humanities and the arts"
NULL,"300"
NULL,"0506 political science"
NULL,"m.camino@creaf.uab.cat [contact with marta camino]"
NULL,"contact with marta camino: m.camino@creaf.uab.cat"
NULL,"rivières"
NULL,"alcalinité"
NULL,"doc"
NULL,"pergélisol"
NULL,"couche active"
NULL,"active layer"
NULL,"[sdu.stu.cl] sciences of the universe [physics]/earth sciences/climatology"
NULL,"fresh water"
NULL,"theoretical"
NULL,"sciences exactes et naturelles"
NULL,"/dk/atira/pure/sustainabledevelopmentgoals/life_on_land; name=sdg 15 - life on land"
NULL,"/dk/atira/pure/core/keywords/biology; name=ecosystems research"
NULL,"sciences de la terre et du cosmos"
NULL,"/dk/atira/pure/sustainabledevelopmentgoals/affordable_and_clean_energy; name=sdg 7 - affordable and clean energy"
NULL,"/dk/atira/pure/subjectarea/asjc/1900; name=earth and planetary sciences(all)"
NULL,"geosciences, multidisciplinary"
NULL,"/dk/atira/pure/subjectarea/asjc/2600/2611; name=modelling and simulation"
NULL,"[sdu.stu.gl]sciences of the universe [physics]/earth sciences/glaciology"
NULL,"sciences pharmaceutiques"
NULL,"[sdu.stu.gl] sciences of the universe [physics]/earth sciences/glaciology"
NULL,"mineral soils"
NULL,"primary research articles"
NULL,"environnement et pollution"
NULL,"terrestrial carbon balance"
NULL,"global terrestrial carbon"
NULL,"contrôle de la pollution"
NULL,"technologie de l'environnement"
NULL,"boundless carbon cycle"
NULL,"amazon"
NULL,"interannual variation"
NULL,"floodplains"
NULL,"wetlands"
NULL,"enso"
NULL,"co 2 evasion"
NULL,"lake"
NULL,"carbon budget"
NULL,"geovetenskap och relaterad miljövetenskap"
NULL,"terrestrial npp"
NULL,"future projections"
NULL,"earth and related environmental sciences"
NULL,"forecasting"
NULL,"/dk/atira/pure/core/keywords/nachhaltigkeitswissenschaft; name=sustainability science"
NULL,"/dk/atira/pure/discipline/b000/b006/b410-bodembeheer"
NULL,"/dk/atira/pure/thematic/inbo_th_00043"
NULL,"/dk/atira/pure/thematic/inbo_th_00022"
NULL,"/dk/atira/pure/sustainabledevelopmentgoals/climate_action; name=sdg 13 - climate action"
NULL,"woods and parks"
NULL,"geokemi"
NULL,"b410-soil-science"
NULL,"généralités"
NULL,"land-surface modeling"
NULL,"nbp"
NULL,"amazon river"
NULL,"fluvial carbon fluxes"
NULL,"land carbon sink"
NULL,"géologie et minéralogie"
NULL,"evolution des espèces"
NULL,"géochimie"
NULL,"biogeochemistry, carbon cycle, dams and reservoirs"
NULL,"acacia dealbata"
NULL,"ecotoxicological test"
NULL,"vermicompost"
NULL,"eisenia andrei"
NULL,"lepidium sativum"
NULL,"ultramafic areas"
NULL,"phosphoglycerate kinase gene"
NULL,"casuarinaceae"
NULL,"2401.91 invertebrados no insectos"
NULL,"2417.99 otras"
NULL,"fourier transform infrared spectroscopy"
NULL,"litterbag experiment"
NULL,"casuarina equisetifolia"
NULL,"microcosm"
NULL,"<i>eisenia andrei</i>; epigeic earthworms; germination tests; organic fertiliser; phytotoxicity"
NULL,"24 ciencias de la vida"
NULL,"carbon cycle/climate change"
NULL,"isotopes/radiocarbon"
NULL,"subsea permafrost"
NULL,"температура"
NULL,"точка замерзания"
NULL,"донные отложения"
NULL,"соленость"
NULL,"тепловые свойства"
NULL,"подводная многолетняя мерзлота"
NULL,"арктический шельф"
NULL,"восточная сибирь"
NULL,"particles"
NULL,"truly dissolved iron"
NULL,"lena river plume"
NULL,"iron isotopes"
NULL,"estuarine mixing"
NULL,"iron particles"
NULL,"laptev sea"
NULL,"fe isotopes"
NULL,"g"
NULL,"geography. anthropology. recreation"
NULL,"органические вещества"
NULL,"деградация"
NULL,"терригенные отложения"
NULL,"earth, environmental, ecological, and space sciences"
NULL,"carbon fluxes; degradation; arctic shelves; permafrost; marine sediments"
NULL,"sdg 14 - life below water"
NULL,"carbon fluxes"
NULL,"arctic shelves"
NULL,"marine sediments"
NULL,"sedimentary organic-matter; n-alkane distributions; dmitry laptev strait; lena river delta; buor-khaya bay; arctic shelf; stable-isotopes; carbon isotopes; yedoma region; ground-ice"
NULL,"105206 meteorology"
NULL,"105206 meteorologie"
NULL,"hydrogen-ion concentration"
NULL,"лаптевых море"
NULL,"подводная мерзлота"
NULL,"seawater"
NULL,"парниковые газы"
NULL,"kara sea"
NULL,"sediment o2 consumption"
NULL,"sediment co2 release"
NULL,"molecular biomarkers"
NULL,"east siberian sea"
NULL,"циркумарктический выброс"
NULL,"арктика"
NULL,"наземный углерод"
NULL,"циркумарктическая база данных углеродных отложений"
NULL,"вечная мерзлота"
NULL,"почвы"
NULL,"ocean"
NULL,"river"
NULL,"terrigenous organic-matter"
NULL,"terrestrial"
NULL,"old carbon"
NULL,"0405 oceanography"
NULL,"carbon isotope"
NULL,"deglaciation"
NULL,"climate change feedback"
NULL,"past carbon cycling"
NULL,"coastal erosion"
NULL,"benthic invertebrates"
NULL,"qr100-130"
NULL,"river discharge"
NULL,"alkaline cuo oxidation; se laptev sea; lena river; terrestrial carbon; marine-sediments; early diagenesis; coastal erosion; neutral sugars; climate-change; amazon river"
NULL,"5 dihydroxybenzoic acid per unit mass organic carbon"
NULL,"p coumaric acid per unit mass organic carbon"
NULL,"swerus c3"
NULL,"p-hydroxybenzaldehyde per unit mass organic carbon"
NULL,"p hydroxybenzaldehyde per unit mass organic carbon"
NULL,"latitude of event"
NULL,"gas chromatography (gc, agilent 7890a) equipped with a mass selective detector (msd, agilent 5975c) and a flame ionization detector (fid, agilent 7683b)"
NULL,"p-hydroxybenzoic acid per unit mass organic carbon"
