Label,Count,Remarks
apparent soil electrical conductivity,1,
fiber-optics,1,
products,1,
soil heat-flux,1,
"salt marsh, methane, elevation zone, spartina alterniflora, spartina patens, mudflat, phragmites australis, quebec, st lawrence river",1,
estabilidade de agregados,1,
cafeeiro,1,
mineralização potencial,1,
hand-hoe tillage,1,
ultisol,1,
biomedical engineering,1,
pesticide pollution and management,1,
ammonia volatilization from urea,1,
perdas de nh3,1,
controlled release materials for agriculture,1,
nh3 loss,1,
adubação nitrogenada. sulfato de amônio. ureia. ureia revestida. zea mays l..,1,
nitrogen fertilization. ammonium sulfate. urea. coated urea. zea mays l..,1,
atmospheric oh,1,
ptr-tof,1,
tempo de coleta,1,
sampling time,1,
estercos,1,
adubação fosfatada,1,
eficiência de uso,1,
marginal lands,1,
captura de carbono,1,
tierras marginales,1,
"marginal lands, remote sensing, carbon sequestration, land use",1,
revegetação espontânea,1,
áreas degradadas,1,
?reas degradadas,1,
revegeta??o espont?nea,1,
(qco2),1,
respiração do solo,1,
qco2,1,
seismic design evolution ; lateral force levels ; european building stock ; exposure model ; seismic zonation maps ; seismic risk,1,
ddc:530,1,
seismic design evolution,1,
seismic zonation maps,1,
lateral force levels,1,
european building stock,1,
info:eu-repo/classification/ddc/530,1,
palm oil,1,
mallee biomass,1,
oil production systems,1,
mitigation options,1,
miscanthus x giganteus,1,
western-australia,1,
solute release,1,
experimental plots,1,
abandoned fields,1,
lipid biomarkers,1,
particulate organic carbon; permafrost; kolyma; carbon isotopes; lipid biomarkers; arctic,1,
kolyma,1,
tio2-p25,1,
micropollutant,1,
light emitting diodes (leds),1,
bacterial regrowth,1,
tio-p25,1,
nitrogênio da biomassa microbiana,1,
"adaptation, biological",1,
asteraceae,1,
rhizophora,1,
differential nutrient limitation,1,
microbial elemental stoichiometry,1,
mangroves,1,
mswep,1,
generalized extreme value distribution,1,
peaks-over-threshold,1,
precipitation extremes,1,
global domain,1,
metastatistical extreme value distribution,1,
heavy elements; soil fractionation; mobility; contamination; smelter; kosovo,1,
soil fractionation,1,
kosovo,1,
heavy elements,1,
smelter,1,
16s- and its-dgge profiling,1,
microresp™,1,
microresp (tm),1,
16s-and its-dgge profiling,1,
pennisetum glaucum (l.) r. br.,1,
"drainage, sanitary",1,
rubus,1,
sol argilo-limoneux,1,
phosphorus dynamics,1,
aitoneva,1,
ekosysteemit,1,
kihniö,1,
solar reflector aging,1,
mirror abrasion,1,
concentrating solar power,1,
sand erosion,1,
plant density,1,
calcareous grassland,1,
fan design,1,
clonal growth,1,
response surface,1,
earthworm-root interactions,1,
nir spectral signature,1,
central portugal,1,
bisequal soils,1,
bisequal soils; carbon stocks; clay mineralogy; fulvic acids; norway spruce,1,
particulate and dissolved soc forms,1,
global c cycle,1,
water erosion,1,
saponins,1,
respirometria,1,
leguminosas,1,
liteira,1,
bioindicadores,1,
competition for land,1,
cistus albidus,1,
nra,1,
root shoot,1,
continental lowland ecosystems,1,
"hydrocarbons, halogenated",1,
earth system processes,1,
global vegetation,1,
hydro-climatic extremes,1,
dry-season,1,
granger causality,1,
indoles,1,
qnr genes,1,
qpcr expression analysis,1,
plasmid,1,
"qnr genes, wastewater treatment, plasmid, qpcr expression analysis, fitness",1,
spatial scale,1,
grazing lawns,1,
plant-herbivore interactions,1,
environments,1,
estoque de carbono,1,
sistema agrossilvopastoril,1,
agricultural-forestry-pasture system,1,
wild,1,
sdg-02: zero hunger,1,
sdg-15: life on land,1,
use straw in agriculture,1,
cultivo de arroz,1,
utilização de palha na agricultura,1,
interakcija fluid – struktura,1,
cell membrane,1,
bakterije,1,
čiščenje vode,1,
micro- and macro-elements,1,
rape,1,
rendimento,1,
"brasil, região sul",1,
eficiência,1,
major element chemistry,1,
water isotopes,1,
earth science &gt; solid earth &gt; geochemistry &gt; geochemical properties &gt; isotope measurements,1,
earth science solid earth geomorphic landforms processes fluvial processes weathering,1,
taiwan,1,
hot springs,1,
earth science &gt; solid earth &gt; geomorphic landforms/processes &gt; fluvial processes &gt; weathering,1,
silicate and carbonate weathering,1,
earth science &gt; solid earth &gt; geochemistry &gt; geochemical processes &gt; chemical weathering,1,
earth science solid earth geochemistry geochemical properties isotope measurements,1,
earth science solid earth geochemistry geochemical processes chemical weathering,1,
geographical locations,1,
amaranthaceae,1,
deserts,1,
people and places,1,
sclerolobium paniculatum,1,
enzima do solo,1,
pinus tecunumanii,1,
carbono da biomassa microbianan,1,
camadas compactadas,1,
tropical legumes,1,
sweet-potato,1,
n-release,1,
"power, energy and industry applications",1,
schedules,1,
field performance,1,
prediction methods,1,
time series analysis,1,
data mining,1,
photovoltaic systems,1,
field performance; optimization; photovoltaic (pv) systems; prediction methods; soiling; solar energy; stochastic processes; time series analysis,1,
plant and litter diversity,1,
plant-microorganisms' interactions,1,
community functioning,1,
bacterial and denitrifying,1,
plant morphology,1,
mycorrhizas,1,
rootpainter,1,
perennial crops,1,
deep tillage,1,
life sciences; ecology; plant physiology; soil science & conservation ; plant sciences,1,
insect mass outbreaks; organic matter fluxes; oak forest,1,
2417 biología vegetal (botánica),1,
fisiología vegetal,1,
botánica,1,
editorial: synthetic microbiology as a source of new enterprises and job creation,1,
psychology,1,
fos: psychology,1,
flooding (psychology),1,
flux (metallurgy),1,
psychotherapist,1,
high-resolution x-ray computed tomography,1,
hrsc,1,
hirise,1,
perseverance rover,1,
off-road motor vehicles,1,
iron compounds,1,
dependence,1,
interferometry,1,
land movement,1,
archaeological heritage,1,
lichens,1,
isoscapes,1,
polution - eutrophication,1,
agricultural soils; erosion; geomorphic history; soil formation,1,
vdp::teknologi: 500::informasjons- og kommunikasjonsteknologi: 550::geografiske informasjonssystemer: 555,1,
vdp::technology: 500::information and communication technology: 550::geographical information systems: 555,1,
geomorphic history,1,
zambian copperbelt,1,
enchytraeus crypticus,1,
copper smelting,1,
mufulira,1,
jordforurening,1,
360,1,
acrylamides,1,
cerium,1,
"absorption, physicochemical",1,
multilevel logistic regression model,1,
willingness to consume,1,
firewood,1,
consumer choices; eucalyptus; firewood; italy; multilevel logistic regression model; willingness to consume,1,
water masses,1,
water budget/balance,1,
surface fluxes,1,
/dk/atira/pure/sustainabledevelopmentgoals/life_below_water; name=sdg 14 - life below water,1,
water masses/storage,1,
parametric model order reduction (pmor),1,
reduced bases interpolation,1,
as-built as-deployed structures,1,
nonlinear reduction,1,
as-built as-deployed structures; parametric model order reduction (pmor); nonlinear reduction; reduced bases interpolation,1,
reduced order model; nonlinear dynamical systems; parametric modeling,1,
cheese ripening,1,
microbial dynamics,1,
differential gene transcription,1,
metabolic pathways,1,
bacteria; identification; quality; communities; microflora; alignment; pathways; products; genes; acid,1,
biología y biomedicina / biología,1,
rhodococcus; comparative genomics; phylogenomics; biodegradation,1,
<i>rhodococcus</i>,1,
hf-w chronometry,1,
protracted core formation,1,
cooling rates,1,
ray-produced nuclides,1,
neutron-capture,1,
rapid accretion,1,
topsoil gravel content,1,
zein,1,
advanced wastewater treatment contaminants of emerging concern pharmafilter antibiotic resistance,1,
hospitals,1,
greenhouses and coverings,1,
socioeconomic factors,1,
copper toxicity,1,
gradual and abrupt stress,1,
standard 5.2,1,
key words,1,
cross-compliance,1,
rural development,1,
competitiveness.,1,
part 2,1,
biofuel by-products,1,
feedlot cattle,1,
dried distillers grains,1,
c and n cycles,1,
fbr bp biorefinery & natural fibre technology,1,
root; anatomy; water; nutrients; transport; insects; pathogens; mycorrhiza; carbon sequestration; modeling; image analysis; plasticity,1,
plasticity,1,
anatomy,1,
future changes,1,
ocean,1,
cmip6,1,
svm,1,
spatial information,1,
image processing,1,
multispectral information,1,
automatic training data set generation,1,
automatic training dataset generation,1,
weed detection;image processing;spatial information;multispectral information;automatic training data set generation,1,
weed detection; image processing; spatial information; multispectral information; automatic training data set generation; svm,1,
urban heat island,1,
thermal satellite images,1,
functional convergence,1,
α-diversity,1,
weed survey,1,
lcsh:ta1-2040,1,
lcsh:engineering (general). civil engineering (general),1,
tierra abandonada,1,
sig,1,
idle land,1,
"land use, land cover, idle land, land degradation, gis, remote sensing, google earth engine",1,
uso de suelo,1,
innovation; adoption; farmers decision; circular economy,1,
generalized additive models for location,1,
scale and shape,1,
european aspen,1,
biosphere,1,
disponibilité en eau,1,
topological phase transition,1,
robust transmission of waveguide,1,
"chemistry, multidisciplinary",1,
topological metamaterials,1,
0912 materials engineering,1,
reconfigurable topological edge states,1,
agroquímica y medio ambiente,1,
purplish soil,1,
application of straw,1,
esr dating,1,
sedimentary quartz,1,
sedimentary quartz esr dating[alo4/h]0 residual bleaching modelling,1,
[alo4/h]0,1,
long-term field experiment,1,
chemical fertilizer,1,
intensive farm manures,1,
quantitative finance - general finance,1,
general finance (q-fin.gn),1,
controlling factors,1,
soc stocks,1,
plan_s-compliant-ta,1,
illumina technology,1,
knickpoints,1,
hypsometry,1,
longitudinal river profiles,1,
neotectonics; intracratonic areas; low topographic gradient; hypsometry; knickpoints; longitudinal river profiles; lineaments; geomorphometry; tectonic geomorphology; temiskaming graben,1,
intracratonic areas,1,
neotectonics,1,
low topographic gradient,1,
soil air-filled porosity,1,
grassland restoration,1,
peucaea cassinii,1,
avian community analysis,1,
polioptila melanura,1,
straw mulching and burying,1,
soil biochemical activities,1,
wheat-maize rotation,1,
shallow tillage,1,
microbial basal respiration,1,
saison de pâturage,1,
azote total,1,
botanica,1,
ammoniation,1,
feed utilization,1,
temperature shock,1,
miseq,1,
energy engineering and power technology,1,
fuel technology,1,
ph shock,1,
"biohydrogen; clostridium; lactobacillus; miseq; ph shock; temperature shock; renewable energy, sustainability and the environment; fuel technology; condensed matter physics; energy engineering and power technology",1,
middle awash valley,1,
rangelands,1,
plastic optical fibers,1,
fiber optic sensors,1,
annealing,1,
biomass models,1,
arboles,1,
natural reserves,1,
reservas naturales,1,
regeneracion natural,1,
succession age,1,
biomasa,1,
electroconductive biochar,1,
microbial electrochemistry,1,
isotopic evidence,1,
geokemi,1,
sd,1,
benzothiadiazines,1,
biochemical research methods,1,
reconstitution forestière,1,
p10 - ressources en eau et leur gestion,1,
"computer vision, semantic segmentation, aerial images, incremental learning",1,
image and video processing (eess.iv),1,
electrical engineering and systems science - image and video processing,1,
· infrastructure risk analysis,1,
· conditional spectra,1,
"performance-based earthquake engineering, performance-based seismic design, sequence-based probabilistic seismic hazard analysis, spectral-shape-based intensity measures,· infrastructure risk analysis,· conditional spectra",1,
performance-based seismic design,1,
sequence-based probabilistic seismic hazard analysis,1,
spectral-shape-based intensity measures,1,
mantle heterogeneity,1,
magmatic differentiation,1,
zr isotopes,1,
lockdown,1,
emergency management.,1,
sars‐cov‐2 pandemic,1,
operational earthquake loss forecasting,1,
hiilidioksidi,1,
puunkorjuu,1,
harvesterit,1,
polttoaineet,1,
fuels,1,
polttoaineenkulutus,1,
koneet,1,
harvesters,1,
timber harvesting; fuel consumption; efficiency; savings,1,
ctl,1,
päästöt,1,
hiilidioksidipäästöt,1,
carbon dioxide emissions,1,
[phys.phys.phys-geo-ph] physics [physics]/physics [physics]/geophysics [physics.geo-ph],1,
silicate melt,1,
vapour,1,
evaporation; vapour; cu; zn; silicate melt; isotope,1,
root mechanical reinforcement,1,
root cohesion,1,
alternative fillers,1,
mechanical thermal and optical properties,1,
biodegradable composites,1,
waste derived biochar,1,
slurry solid-liquid separation,1,
nutrients ratio,1,
animal manures blending,1,
activated sludge microbiome,1,
database,1,
nitrogen and phosphorus removal,1,
core taxa,1,
genome annotation,1,
polyphosphate-accumulating organisms,1,
activated-sludge,1,
casimicrobium huifangae,1,
biological phosphorus removal,1,
search,1,
microbial network,1,
municipal wastewater treatment plant,1,
wwtp,1,
inter-laboratory calibration,1,
antibiotic resistance gene,1,
généralités,1,
gastric juice,1,
antibodies,1,
"arsenic, adsorption, green rust, groundwater treatment, iron (oxyhydr)oxide, layered double hydroxide",1,
karelia,1,
impact ejecta,1,
meteoritic components,1,
solar-system,1,
south greenland,1,
geochemical evidence,1,
vredefort,1,
sudbury,1,
ketilidian orogen,1,
meteorite,1,
early earth,1,
event,1,
spherules,1,
potyviridae,1,
linkage disequilibrium,1,
genetic association studies,1,
perception,1,
surface-based hydrolysis,1,
autotrophic denitrification; autotrophic denitritation; community structure; elemental sulfur; mathematical modeling; surface-based hydrolysis,1,
autotrophic denitritation,1,
autotrophic denitrification; autotrophic denitritation; elemental sulfur; community structure; surface-based hydrolysis; mathematical modeling,1,
[chim.orga]chemical sciences/organic chemistry,1,
organic sludge,1,
history,1,
humanities,1,
hydro topography,1,
hydro-topography,1,
organic surface carbon stocks,1,
forest fire history,1,
malolactic fermentation,1,
"liquefaction-induced damage, risk assessment,",1,
"environmental economics and policy, resource /energy economics and policy,",1,
flowability,1,
pseudocereal,1,
powder,1,
microstructure,1,
family characteristics,1,
adlib-art-2508,1,
esa,1,
evapotranspiration; crop coefficient; leaf area index; landsat 8; rapideye; remote sensing; vineyards; table grapes,1,
crop coefficient; evapotranspiration; landsat 8; leaf area index; rapideye; remote sensing; table grapes; vineyards; earth and planetary sciences (all),1,
rapideye,1,
earth and planetary sciences (all),1,
non-soil unit,1,
biomass c,1,
chemical hazard release,1,
eisenia andrei,1,
dna damages,1,
radionuclides,1,
dna damage,1,
mutagens,1,
tph removal,1,
"alkb genes; organic fertilizers; qpcr; soil remediation; tph removal; biodegradation, environmental; environmental restoration and remediation; hydrocarbons; petroleum; petroleum pollution; soil; soil pollutants; soil microbiology",1,
environmental,1,
alkb genes,1,
petroleum pollution,1,
ochrobactrum,1,
"inactivation, metabolic",1,
staphylococcus aureus,1,
prescriptions,1,
net nitrogen,1,
southern norway,1,
climex project,1,
structure du peuplement,1,
coppice,1,
éclaircie,1,
chêne tauzin,1,
coppice<br>---<br>croissance,1,
taillis,1,
"advanced biofuel; cropping system; no-tillage; sunn hemp; wheat; agronomy and crop science; forestry; renewable energy, sustainability and the environment; waste management and disposal",1,
catchment biogeochemistry,1,
"oceanography, hydrology, water resources",1,
hydrological modelling,1,
terrestrial–aquatic interface,1,
environmental changes,1,
mycotoxins,1,
aspergillus flavus,1,
clayey soil,1,
direct shear test,1,
acidic/alkaline contamination,1,
qr,1,
xanthan gum; oats; clayey soil; acidic/alkaline contamination; direct shear test,1,
oats,1,
nitrate-contaminated groundwater; hardness removal; denitrifying bioelectrochemical system; polarity reversal,1,
water softening,1,
soil quality; sustainable agriculture; soil microbial biomass; microbial activity; semiarid mediterranean environment,1,
soil quality ; sustainable agriculture .; soil chemstry,1,
soil chemstry,1,
semiarid mediterranean environment,1,
organic and inorganic amendments,1,
génétique des populations,1,
mathematical physics (math-ph),1,
hopf bifurcation; non-holonomic constraint; non-linear structural mechanics,1,
mathematical physics,1,
hare,1,
habitat-use,1,
grazing pressure,1,
vegetation-succession,1,
brent goose,1,
lcsh:qh426-470,1,
030105 genetics & heredity,1,
lcsh:genetics,1,
cadmium ; grain ; leaf ; liming ; maize hybrids,1,
grid integration,1,
learning curve,1,
partial-equilibrium model,1,
integrated assessment model,1,
materials availability,1,
sector coupling,1,
terzaghi's consolidation equation,1,
modified effective stress,1,
expansive clays,1,
europaea var,1,
olea europaea subsp,1,
quercus canariensis,1,
sylvestris,1,
"olea europaea subsp. europaea var. sylvestris, phytophthora interactions, quercus canariensis, quercus suber, soil pathogens",1,
phytophthora interactions,1,
soil pathogens,1,
soil compaction. penetration resistance; tillage systems; silty loam; corn; winter wheat,1,
arbuscular mycorrhizal fungi; drought; endobacteria; multiple stress; nutrients; stress resilience,1,
stress resilience,1,
multiple stress,1,
"repetitive sequences, nucleic acid/genetics",1,
plant roots/genetics,1,
gene dosage,1,
alkaloids/chemistry,1,
repetitive sequences,1,
gene duplication,1,
plant proteins/metabolism,1,
transcriptome/genetics,1,
"polymorphism, single nucleotide/genetics",1,
white (mutation),1,
single nucleotide/genetics,1,
sequence analysis,1,
synteny/genetics,1,
centromere,1,
lupinus/genetics,1,
"polymorphism, single nucleotide",1,
synteny,1,
génomique,1,
genetic,1,
nucleic acid/genetics,1,
seeds/physiology,1,
centromere/genetics,1,
polymorphism,1,
"repetitive sequences, nucleic acid",1,
sequence assembly,1,
molecular,1,
molecular sequence annotation,1,
genomic structural variation,1,
plant leaves/metabolism,1,
agroecology; diversification; holistic weed management; weed communities,1,
holistic weed management,1,
weed communities,1,
nutrients release kinetics,1,
counterions effect,1,
struvite precipitation,1,
multi-response,1,
desirability,1,
fluoride-rich water; layered double hydroxides; regeneration; removal capacity; water defluoridation,1,
hydrothermal liquefaction wastewater,1,
ammonia recovery,1,
air stripping,1,
soil chemistry and soil carbon sequestration (excl. carbon sequestration science),1,
"agricultural, veterinary and food sciences",1,
"biomarkers, chlorinated aliphatic hydrocarbons, ecotoxicity, microbial electrolysis cells, oxidative dechlorination, reductive dechlorination",1,
[shs.socio]humanities and social sciences/sociology,1,
forestland allocation,1,
mountain agriculture,1,
[shs.socio] humanities and social sciences/sociology,1,
natural resource management,1,
[shs.geo] humanities and social sciences/geography,1,
bac kan,1,
[shs.geo]humanities and social sciences/geography,1,
livelihood systems,1,
cold and arid region,1,
multi-band merging,1,
lake depth,1,
natural antimicrobials,1,
3309 tecnología de los alimentos,1,
biopreservation,1,
foodborne pathogens,1,
bacteriocins,1,
environmental microbiome,1,
europe/regional,1,
organic carbon (toc),1,
tk7800-8360,1,
multispectral imaging flow cytometry,1,
process monitoring,1,
t1-995,1,
electronics,1,
technology (general),1,
survey design,1,
autocorrelation,1,
future climate,1,
land-use intensification,1,
deltaproteobacteria,1,
methanosarcinales,1,
rotação de cultura,1,
fracionamento fisico,1,
fracionamento físico,1,
preparo,1,
wave breaking,1,
atmospheric circulation,1,
blocking,1,
atmospheric circul,1,
01060202 apis (genus)/beekeeping,1,
010607 zoology,1,
climatic variability,1,
production economics,1,
[shs.eco]humanities and social sciences/economics and finance,1,
plant-microbe relationships,1,
quercus petraea,1,
recovery rate,1,
quercus pubescens,1,
copper stress,1,
lycopene,1,
ascorbic acid,1,
plant nitrogen uptake,1,
microplastic in soil,1,
proceedings,1,
desert steppe,1,
serengeti,1,
leaf area,1,
tropical,1,
gaussian process (gps) vector autoregressive (gp-var) models,1,
wind energy infrastructure,1,
environmental and operational variability (eov),1,
data-driven condition assessment,1,
composite beings; kamyana mohyla; photogrammetry; rock art; ukraine; upper paleolithic;,1,
5,1,
pm2,1,
social and behavioral sciences,1,
medicine and health sciences,1,
australian vegetation fires,1,
derivation,1,
premature mortality,1,
for 0401 (atmospheric sciences),1,
for 0502 (environmental science and management),1,
decision tree learning for big data on wind turbines,1,
geographic areas,1,
esr dating al-hole centres ([alo4/h+]0)production mechanism dose response curve,1,
nutrients stratification,1,
[sdu.stu.gm] sciences of the universe [physics]/earth sciences/geomorphology,1,
hale crater,1,
532,1,
palaeontology,1,
ramms,1,
tocopherol,1,
antioxidants; essential oils; natural vitamins; plant by-product; plant extract; poultry; synthetic vitamins; tocopherols; tocopheryl; vitamin c; vitamin e,1,
rm1-950,1,
synthetic vitamin,1,
natural vitamins,1,
synthetic vitamins,1,
essential oil,1,
tocopheryl,1,
vitamin c,1,
therapeutics. pharmacology,1,
antioxidant,1,
natural vitamin,1,
carbon payback,1,
carbon neutrality,1,
carbon parity,1,
temporal carbon,1,
carbon debt,1,
laboratory of virology,1,
laboratorium voor virologie,1,
rice bran,1,
cheese whey,1,
sugar,1,
crust formation,1,
space heating–cooling,1,
geothermal energy,1,
energy pile,1,
sources,1,
:building and regulation planning: 234 [vdp],1,
indigenous communities,1,
vdp::building and regulation planning: 234,1,
effects,1,
:bebyggelses- og reguleringsplanlegging: 234 [vdp],1,
transport pathways,1,
vdp::bebyggelses- og reguleringsplanlegging: 234,1,
happamoituminen,1,
animal slurry,1,
burdens,1,
wastewater sludge treatment,1,
global sensitivity-analysis,1,
product,1,
"prospective lca, global sensitivity analysis",1,
full length article,1,
prospective lca,1,
use impacts,1,
scarcity,1,
multimodel,1,
backscattering coefficient,1,
c-band,1,
gestion des ressources naturelles,1,
politique foncière,1,
livelihood vulnerability,1,
e11 - économie et politique foncières,1,
moyens d'existence durables,1,
laos,1,
protection de la forêt,1,
land sparing,1,
multifunctional landscapes,1,
energy security,1,
"energy security, energy transition, energy modeling, sustainable development, sdgs, ethiopia",1,
energy modeling,1,
decoupling,1,
"flux, mixing",1,
design approach,1,
"consolidation, design approach, drainage, horizontal drains, liquefaction, risk mitigation",1,
risk mitigation,1,
horizontal drains,1,
"boundary layer, cold-air pool, distributed temperature sensing, morning transition, mountainous terrain, weak wind",1,
protein; stability; dynamics; view,1,
sdg 16 - peace,1,
justice and strong institutions,1,
commentaries,1,
p.,1,
cbsc,1,
treeline,1,
secondary plant metabolite,1,
reindeer,1,
polderization,1,
soil ripening,1,
estuary,1,
"crop health, quality, protection",1,
"mediterranean crops, greenhouse crops, tomato, contentious inputs, plant protection",1,
[sdv.bv.pep]life sciences [q-bio]/vegetal biology/phytopathology and phytopharmacy,1,
oryza sativa l,1,
biochar production method,1,
borassus flabellifer,1,
cocos nucifera l.,1,
py-fims,1,
gradientes,1,
pastoreo,1,
cellulases,1,
phreeqc,1,
column experiments,1,
riverbed,1,
organic matter degradation,1,
membrana,1,
membrane,1,
visualization,1,
antioxidants; flavonoids; food technology; phenols; plant extracts; vitis; waste management; wine; industrial waste,1,
era-interim,1,
diagnostics,1,
reanalysis,1,
anthropogenic disturbance,1,
rates,1,
carbon emissions,1,
aerial survey; data recovery; cnn; deep learning; sfm; congo basin,1,
photographs,1,
land-cover,1,
cavelab,1,
self-similarity,1,
data recovery,1,
социология труда,1,
аис,1,
мониторинг,1,
белгу,1,
педагогика,1,
белгородская область,1,
рынок образовательных услуг,1,
кадры,1,
муниципальные образования,1,
рынок труда,1,
социология,1,
высшее образование,1,
образовательные потребности,1,
rice photosynthesised c,1,
автоматизированная информационная система,1,
corylus,1,
cone of depression,1,
dynamic water level changes,1,
groundwater resources,1,
phenometry,1,
cattle urine,1,
"airborne electromagnetic; organic carbon; peat thickness; peatlands, marie curie fellowship",1,
macro- and micromineral concetrations,1,
starch content,1,
protein content,1,
long term field experiment,1,
long term field experiment; organic fertilization; mineral fertilization,1,
spatial scaling,1,
eco-evolution,1,
real-world biodiversity change,1,
normalized difference vegetation index (ndvi)|n-(n-butyl) thiophosphoric triamide (nbpt)|rice|grain yield,1,
crop wild relatives; pre-breeding; crop improvement; germplasm enhancement; aegilops; triticum; plant genetic resources; genebank,1,
germplasm enhancement,1,
crop improvement,1,
crop wild relatives,1,
<i>triticum</i>,1,
pre-breeding,1,
<i>aegilops</i>,1,
yangtze (changjiang) delta,1,
tidal wetland,1,
granular activated carbon,1,
post-treatment step,1,
farming systems and practices,1,
"agriculture, forestry, horticulture",1,
horizontal gene transfer,1,
cyclonic storms,1,
stocking rate,1,
sf6,1,
dutch scion,1,
romanian rootstocks,1,
conservation management,1,
lcsh:computer applications to medicine. medical informatics,1,
agricultural and biological science,1,
lcsh:r858-859.7,1,
lcsh:science (general),1,
lcsh:q1-390,1,
uso da terra,1,
frações físicas do solo.,1,
nia,1,
frações físicas do solo,1,
uso da terra.,1,
sol d'herbages,1,
greengrass,1,
agro-waste valorisation,1,
biological h-2 production,1,
terrestrial food chain transfer,1,
bio-based fertilizers; circular economy; magnesium ammonium phosphate; nutrient recovery; phosphorus recovery; struvite characterization; magnesium compounds; phosphates; soil; struvite; phosphorus; zea mays,1,
land-surface models,1,
recent trends,1,
earth system model,1,
gall-forming herbivory,1,
the philippines,1,
rusle,1,
watem/sedem,1,
land-use planning,1,
tropical region,1,
medicago sativa l.,1,
produção de matéria seca,1,
nodulação,1,
shoot dry matter,1,
absorção de nutrientes,1,
microbial activity potentials,1,
"anthropocene, microplastic, sediment, dating, critical review",1,
anthropogenic heat flux,1,
sfb990_abs,1,
oxissol,1,
nitrogentap,1,
vdp::jordfag: 913,1,
flowering plants,1,
vdp::soil sciences: 913,1,
:jordfag: 913 [vdp],1,
:soil sciences: 913 [vdp],1,
bærekraftig landbruk,1,
bosnia and herzegovina,1,
betula glandulosa,1,
height,1,
salix glauca,1,
co assimilation,1,
sex,1,
potential net n mineralization and nitrification,1,
hybrid walnut trees,1,
n total,1,
"rna, ribosomal, 28s",1,
biochar; priming; microbial biomass,1,
earthquake-induced liquefaction · liquefaction potential · site characterisation ·in situ tests · lisbon earthquake,1,
landscape ecology,1,
tradeoff analysis,1,
partial canonical correspondence analysis,1,
pastagem.,1,
fração lábil,1,
pastagens,1,
qualidade da matéria orgânica,1,
urochloa decumbens,1,
k4,1,
cambio de uso de suelo,1,
biofuel plants,1,
moderately volatile element,1,
ecología microbiana,1,
coil,1,
fungal/bacteria ratio,1,
particulate c and n,1,
mineral associated c and n,1,
"blotting, northern",1,
sequence alignment,1,
soil active carbon,1,
fos: political science,1,
mathematical and statistical techniques,1,
political science,1,
statistics (mathematics),1,
fos: law,1,
statistical methods,1,
law,1,
patch grazing,1,
beetles,1,
adubação de cobertura,1,
topdressing fertilization,1,
gossypium hirsutum l.,1,
co-fermentation,1,
trail hoses,1,
chene pedoncule,1,
relation sol-plante-atmosphere,1,
water-filled pore space(wfps),1,
[ sdu.stu.gc ] sciences of the universe [physics]/earth sciences/geochemistry,1,
/dk/atira/pure/sustainabledevelopmentgoals/good_health_and_well_being,1,
plant biology (botany),1,
homeodomain proteins,1,
motor neurons,1,
fibroblast growth factor 8,1,
stem cells,1,
"gene expression regulation, developmental",1,
mitosis,1,
cell differentiation,1,
chick embryo,1,
neoplasm proteins,1,
dna-binding proteins,1,
fibroblast growth factors,1,
spinal cord,1,
"rna, messenger",1,
body patterning,1,
yield-scaled nitrate–nitrogen leaching loss,1,
service,1,
plante d'ombrage,1,
caractéristique du peuplement,1,
mineral association,1,
miljövetenskap,1,
additional sorption potential,1,
éthanol,1,
[info.info-bt]computer science [cs]/biotechnology,1,
sugar beet,1,
life cycle analysis lca,1,
rapeseed methyl ester,1,
ester,1,
beta vulgaris,1,
évaluation de l'impact,1,
roads,1,
lcsh:hd9502-9502.5,1,
lcsh:energy industries. energy policy. fuel trade,1,
stover removal,1,
(13)c-labelled biochar,1,
nitrogen and phosphorous fertilization,1,
adaptation; bog; climate change; heat wave; nitrogen; temperature,1,
potential mineralizable n,1,
in situ,1,
plant growth; nitrous oxide; dmpp; mediterranean climate; greenhouse gases,1,
greenhouse gases; plant growth; nitrous oxide; dmpp; mediterranean climate,1,
stationary experiment,1,
n transformation in soil,1,
sediment delivery,1,
macropores,1,
size selectivity,1,
pluie artificielle,1,
tree litter,1,
backwater,1,
runoff;size selectivity;sediment delivery;tree litter;backwater;sedimentation;macropores;aménagement paysager,1,
aménagement paysager,1,
high dry mass yield,1,
archaeal proteins,1,
biomedicine & biotechnology,1,
zeolite,1,
corretivos do solo,1,
boric acid,1,
sulfato de cobre,1,
zeólita,1,
context (archaeology),1,
livelihood security,1,
alternative land uses,1,
land tenure and property rights in agriculture,1,
ghg emission,1,
nitrification inhibitor dmpsa,1,
nitric oxide emission,1,
urease inhibitor nbpt,1,
sandy grassland,1,
cycadopsida,1,
"cattle farmyard manure, crop residues, n fertilization, microbial community, earthworms",1,
cattle farmyard manure,1,
miljö- och naturvårdsvetenskap,1,
spruce stands,1,
windthrow,1,
forage legumes,1,
agropastoral systems,1,
northern guinea savanna,1,
increased crop production,1,
water or dry seeding,1,
methane eco-efficiency,1,
rice straw incorporation,1,
"rice straw incorporation, water or dry seeding, methanogenic and methanotrophic communities, straw decomposition, reductive dissolution, methane eco-efficiency.",1,
methanogenic and methanotrophic communities,1,
term changes,1,
farming management,1,
edge,1,
flowering success,1,
pest control,1,
in-field lysimeters,1,
dissolved organic nitrogen,1,
detritus,1,
animal feeding,1,
chitinases,1,
sequence homology,1,
gene pool,1,
geomicrobiology,1,
oligonucleotide array sequence analysis,1,
