subject_label,vocab_label,subject_id,subject_uri,vocab_identifier,cosine_score,ce_score,has_definition
açores,slope,171394,,https://w3id.org/eusoilvoc#Slope,0.8375,0.6177,True
peot,peat,171409,,https://w3id.org/eusoilvoc#Peat,0.8315,0.9571,True
atmospheric conditions,weather,171451,,https://w3id.org/eusoilvoc#Weather,0.905,0.8877,True
soil fertilit y,soil productivity,173225,,https://w3id.org/eusoilvoc#SoilProductivity,0.9321,0.8994,True
d2.2,pHH2O_ratio1-2.5,173234,,https://w3id.org/eusoilvoc#pHProcedure-pHH2O_ratio1-2.5,0.5244,0.7314,True
bodeneigenschaften,soil properties,171489,,https://w3id.org/eusoilvoc#SoilProperties,0.7962,0.9873,True
bodenkunde,soil,171494,,https://w3id.org/eusoilvoc#Soil,0.8329,0.8028,True
bebauung,mulching,171499,,https://w3id.org/eusoilvoc#Mulching,0.8889,0.7755,True
umring,mulching,171504,,https://w3id.org/eusoilvoc#Mulching,0.7159,0.6228,True
bbfs,BlkDensF_fe-co-od,173440,,https://w3id.org/eusoilvoc#bulkDensityFineEarthProcedure-BlkDensF_fe-co-od,0.5531,0.6935,True
darstellungsdienst,provisioning services,171528,,https://w3id.org/eusoilvoc#ProvisioningServices,0.8677,0.8075,True
mineralische bodenschätze,mineral contents,171537,,https://w3id.org/eusoilvoc#MineralContents,0.8708,0.7852,True
chimie a solului,soil chemical properties,171553,,https://w3id.org/eusoilvoc#SoilChemicalProperties,0.7996,0.9053,True
esondazioni,inundation,171559,,https://w3id.org/eusoilvoc#Inundation,0.9677,0.9166,True
laminazione,mulching,171564,,https://w3id.org/eusoilvoc#Mulching,0.7559,0.6697,True
landbruk,land use,171577,,https://w3id.org/eusoilvoc#LandUse,0.8317,0.7728,True
jordkvalitet,soil quality,171583,,https://w3id.org/eusoilvoc#SoilQuality,0.958,0.9928,True
půda,soil,171588,,https://w3id.org/eusoilvoc#Soil,0.889,0.8029,True
umweltdaten,environmental factors,171600,,https://w3id.org/eusoilvoc#EnvironmentalFactors,0.88,0.7247,True
schadstoff,copper,171604,,https://w3id.org/eusoilvoc#Copper,0.7933,0.7297,True
bdf,BlkDensF_fe-unk,171607,,https://w3id.org/eusoilvoc#bulkDensityFineEarthProcedure-BlkDensF_fe-unkn,0.7153,0.6204,True
n-fertilization,biological nitrogen fixation,173254,,https://w3id.org/eusoilvoc#BiologicalNitrogenFixation,0.4975,0.6455,True
sedimento,slope,171640,,https://w3id.org/eusoilvoc#Slope,0.78,0.7027,True
raumstruktur,soil structure,171660,,https://w3id.org/eusoilvoc#SoilStructure,0.6631,0.9603,True
wasserbewirtschaftung,irrigation,171661,,https://w3id.org/eusoilvoc#Irrigation,0.8593,0.7598,True
erholung,mulching,171663,,https://w3id.org/eusoilvoc#Mulching,0.8852,0.7551,True
flächennutzungsplan,land use class,171665,,https://w3id.org/eusoilvoc#LandUseClass,0.7849,0.7215,True
land,land use,171693,,https://w3id.org/eusoilvoc#LandUse,0.8241,0.8113,True
grundwassertiefenlinie,groundwater depth,171707,,https://w3id.org/eusoilvoc#GroundwaterDepth,0.7778,0.919,True
soil-based ecosystem servises,soil properties,173264,,https://w3id.org/eusoilvoc#SoilProperties,0.7567,0.6393,True
emparcelamento,mulching,171719,,https://w3id.org/eusoilvoc#Mulching,0.8724,0.7681,True
chimie des sols,soil chemical,171736,,https://w3id.org/eusoilvoc#SoilChemical,0.7269,0.6183,False
sorption,slope,173270,,https://w3id.org/eusoilvoc#Slope,0.6247,0.6257,True
umweltdaten,environmental factors,171757,,https://w3id.org/eusoilvoc#EnvironmentalFactors,0.88,0.7247,True
elevaciones,slope,171777,,https://w3id.org/eusoilvoc#Slope,0.8191,0.6185,True
condiciones atmosféricas,weather,171784,,https://w3id.org/eusoilvoc#Weather,0.9561,0.9096,True
hábitats y biotopos,habitats,171789,,https://w3id.org/eusoilvoc#Habitats,0.8034,0.8157,True
recursos minerales,mineral contents,171792,,https://w3id.org/eusoilvoc#MineralContents,0.9251,0.871,True
features,biological features,171914,,https://w3id.org/eusoilvoc#BiologicalFeatures,0.6012,0.6288,True
océanos,soil,171813,,https://w3id.org/eusoilvoc#Soil,0.5078,0.6483,True
bodenbedeckung,land cover,171840,,https://w3id.org/eusoilvoc#LandCover,0.8305,0.8677,True
landwirtschaft,land use,171841,,https://w3id.org/eusoilvoc#LandUse,0.8573,0.6765,True
crop residues,crop residue mulch,173283,,https://w3id.org/eusoilvoc#CropResidueMulch,0.8441,0.8615,False
využití území,land use,171881,,https://w3id.org/eusoilvoc#LandUse,0.8958,0.9021,True
půda,soil,171890,,https://w3id.org/eusoilvoc#Soil,0.889,0.8029,True
land cover data set,land cover,171892,,https://w3id.org/eusoilvoc#LandCover,0.8387,0.6223,True
land cover unit,land cover,171893,,https://w3id.org/eusoilvoc#LandCover,0.9096,0.8806,True
crop productivity,soil productivity,173287,,https://w3id.org/eusoilvoc#SoilProductivity,0.8246,0.6446,True
geografie,geology,171938,,https://w3id.org/eusoilvoc#Geology,0.7667,0.9321,True
landbouwgebruiksperceel,land use,171950,,https://w3id.org/eusoilvoc#LandUse,0.8453,0.6525,True
conservation des sols,conservation tillage,173304,,https://w3id.org/eusoilvoc#ConservationTillage,0.9066,0.9514,True
schläge,slope,172016,,https://w3id.org/eusoilvoc#Slope,0.8983,0.9037,True
acoperire a terenului,land cover,172074,,https://w3id.org/eusoilvoc#LandCover,0.879,0.8624,True
utilizare a terenului,land use,172075,,https://w3id.org/eusoilvoc#LandUse,0.9804,0.9908,True
utilizarea terenului,land use,172081,,https://w3id.org/eusoilvoc#LandUse,0.9759,0.9935,True
phosphorus availability,phosphorus retention,172116,,https://w3id.org/eusoilvoc#PhosphorusRetention,0.8947,0.965,True
water availability,available water holding capacity,172119,,https://w3id.org/eusoilvoc#AvailableWaterHoldingCapacity,0.8379,0.9541,True
habitat (ecology),habitats,172123,,https://w3id.org/eusoilvoc#Habitats,0.9019,0.9993,True
soil organic carbon accumulation,soil organic carbon,172126,,https://w3id.org/eusoilvoc#SoilOrganicCarbon,0.9482,0.9792,True
soil microbial biogeography,soil microfauna,172148,,https://w3id.org/eusoilvoc#SoilMicrofauna,0.9366,0.7037,True
climate (mesh),climate,172164,,https://w3id.org/eusoilvoc#Climate,0.7439,0.8002,True
mowing,mulching,172165,,https://w3id.org/eusoilvoc#Mulching,0.6498,0.7738,True
microbiomes,microorganisms,172220,,https://w3id.org/eusoilvoc#Microorganisms,0.9583,0.6057,True
vegetation cover,plant cover,172296,,https://w3id.org/eusoilvoc#PlantCover,0.8656,0.7401,True
soil fungi,soil microfauna,172306,,https://w3id.org/eusoilvoc#SoilMicrofauna,0.7928,0.712,True
soil microbial communities,soil microfauna,172314,,https://w3id.org/eusoilvoc#SoilMicrofauna,0.9328,0.8996,True
science::geology,geology,172360,,https://w3id.org/eusoilvoc#Geology,0.8934,0.9862,True
:geology [science],geology,172361,,https://w3id.org/eusoilvoc#Geology,0.9068,0.9918,True
ethylene,ions,172367,,https://w3id.org/eusoilvoc#Ions,0.5627,0.7348,True
ecosystem functionality,ecosystem services,172391,,https://w3id.org/eusoilvoc#EcosystemServices,0.8565,0.665,True
fertility,soil productivity,172393,,https://w3id.org/eusoilvoc#SoilProductivity,0.8074,0.7518,True
crcf,CrsFrg_lab,172420,,https://w3id.org/eusoilvoc#coarseFragmentsProcedure-CrsFrg_lab,0.7839,0.9903,True
mecànica dels sòls,soil physical properties,172443,,https://w3id.org/eusoilvoc#SoilPhysicalProperties,0.918,0.6373,True
fos: health sciences,phosphorus,172452,,https://w3id.org/eusoilvoc#Phosphorus,0.4834,0.7234,True
biological soil crust,soil biological crusts,172467,,https://w3id.org/eusoilvoc#SoilBiologicalCrusts,0.9958,0.9711,False
mucilage,mulching,172502,,https://w3id.org/eusoilvoc#Mulching,0.7226,0.7476,True
soil-structure,soil structure,172593,,https://w3id.org/eusoilvoc#SoilStructure,0.9705,0.9997,True
phosphorus (p),phosphorus,172634,,https://w3id.org/eusoilvoc#Phosphorus,0.9502,0.7062,True
iron (fe),iron,172639,,https://w3id.org/eusoilvoc#Iron,0.9272,0.9998,True
soil organic carbon storage,soil carbon density,173326,,https://w3id.org/eusoilvoc#SoilCarbonDensity,0.833,0.9991,True
soil sustainability,soil productivity,173342,,https://w3id.org/eusoilvoc#SoilProductivity,0.872,0.9865,True
land-use and land-cover change,land use,173357,,https://w3id.org/eusoilvoc#LandUse,0.8445,0.9946,True
conventional tillage,conservation tillage,173380,,https://w3id.org/eusoilvoc#ConservationTillage,0.485,0.9267,True
regulation,regulating services,173403,,https://w3id.org/eusoilvoc#RegulatingServices,0.9238,0.9074,True
"soil, carbon, sequestration, climate change mitigation",soil carbon density,173408,,https://w3id.org/eusoilvoc#SoilCarbonDensity,0.7245,0.9289,True
soil organic carbon inventory,soil organic carbon,173412,,https://w3id.org/eusoilvoc#SoilOrganicCarbon,0.931,0.9819,True
soil organic carbon modelling,soil organic carbon,173413,,https://w3id.org/eusoilvoc#SoilOrganicCarbon,0.9362,0.992,True
sustainability-promoting agricultural practices,agricultural sustainability,173417,,https://w3id.org/eusoilvoc#AgriculturalSustainability,0.9251,0.909,False
soil organic carbon stabilization,soil carbon density,173457,,https://w3id.org/eusoilvoc#SoilCarbonDensity,0.8082,0.8938,True
"soil bulk density, rock fragment content, soil organic carbon stock, national soil carbon inventory, agricultural mineral soil",soil carbon density,173466,,https://w3id.org/eusoilvoc#SoilCarbonDensity,0.8188,0.7454,True
lande use,land use,173468,,https://w3id.org/eusoilvoc#LandUse,0.7109,0.9978,True
soil carbon mapping,soil carbon density,173478,,https://w3id.org/eusoilvoc#SoilCarbonDensity,0.8666,0.9126,True
soc storage,soil organic carbon,173520,,https://w3id.org/eusoilvoc#SoilOrganicCarbon,0.5031,0.819,True
soil erosion models,soil erosion category,173551,,https://w3id.org/eusoilvoc#SoilErosionCategory,0.9295,0.9714,True
phosphorus fertilization,phosphorus retention,173552,,https://w3id.org/eusoilvoc#PhosphorusRetention,0.7817,0.9256,True
soil microbial functional groups,soil microfauna,173578,,https://w3id.org/eusoilvoc#SoilMicrofauna,0.8806,0.9987,True
nirs,nitrogen,173589,,https://w3id.org/eusoilvoc#Nitrogen,0.5941,0.7844,True
organske kisline,OrgC_acid-dc-lt,173618,,https://w3id.org/eusoilvoc#carbonOrganicProcedure-OrgC_acid-dc-lt,0.6737,0.7145,True
organism abundance,biological abundance,173629,,https://w3id.org/eusoilvoc#BiologicalAbundance,0.9395,0.9613,True
land‑use,land use,173633,,https://w3id.org/eusoilvoc#LandUse,0.9648,0.9998,True
organic soils,soil organic matter class,173672,,https://w3id.org/eusoilvoc#SoilOrganicMatterClass,0.9082,0.9985,True
soil quality index,soil quality,173747,,https://w3id.org/eusoilvoc#SoilQuality,0.9366,0.667,True
soil microbiome diversity,soil microfauna,173798,,https://w3id.org/eusoilvoc#SoilMicrofauna,0.9145,0.695,True
beneficial soil microorganisms,soil microfauna,173804,,https://w3id.org/eusoilvoc#SoilMicrofauna,0.9013,0.9706,True
ddc:500,OrgC_dc-lt,173852,,https://w3id.org/eusoilvoc#carbonOrganicProcedure-OrgC_dc-lt,0.4862,0.9368,True
wvmv,VMC_d-ww,173866,,https://w3id.org/eusoilvoc#moistureContentProcedure-VMC_d-ww,0.6115,0.9873,True
land,land use,173877,,https://w3id.org/eusoilvoc#LandUse,0.8241,0.8113,True
soil-phosphorus availability,phosphorus retention,173879,,https://w3id.org/eusoilvoc#PhosphorusRetention,0.8016,0.9864,True
plant growth,plant cover,173900,,https://w3id.org/eusoilvoc#PlantCover,0.7359,0.972,True
[phys.phys.phys-geo-ph] physics [physics]/physics [physics]/geophysics [physics.geo-ph],physiography,173929,,https://w3id.org/eusoilvoc#Physiography,0.5331,0.8953,True
land-cover change,land cover,173935,,https://w3id.org/eusoilvoc#LandCover,0.745,0.61,True
biome,biomass,173945,,https://w3id.org/eusoilvoc#Biomass,0.8303,0.8865,True
[phys.phys.phys-ao-ph] physics [physics]/physics [physics]/atmospheric and oceanic physics [physics.ao-ph],physiography,174013,,https://w3id.org/eusoilvoc#Physiography,0.5077,0.7424,True
particle size,particle size fraction sum,174016,,https://w3id.org/eusoilvoc#ParticleSizeFractionSum,0.7275,0.9799,True
climatology,climate,174065,,https://w3id.org/eusoilvoc#Climate,0.7318,0.9611,True
climatologia,climate,174067,,https://w3id.org/eusoilvoc#Climate,0.9172,0.9277,True
aire--contaminació,soil pollution,174077,,https://w3id.org/eusoilvoc#SoilPollution,0.7929,0.9876,True
air--pollution,soil pollution,174078,,https://w3id.org/eusoilvoc#SoilPollution,0.8003,0.8472,True
contaminació,soil pollution,174112,,https://w3id.org/eusoilvoc#SoilPollution,0.8262,0.7387,True
erosió eòlica,soil erosion,174146,,https://w3id.org/eusoilvoc#SoilErosion,0.8791,0.8561,True
air-pollution,soil pollution,174172,,https://w3id.org/eusoilvoc#SoilPollution,0.8121,0.7701,True
air-quality,air quality,174186,,https://w3id.org/eusoilvoc#AirQuality,0.9602,0.9998,True
particle size distribution (psd),particle size fraction sum,174206,,https://w3id.org/eusoilvoc#ParticleSizeFractionSum,0.6266,0.9475,True
mineral-composition,mineral contents,174211,,https://w3id.org/eusoilvoc#MineralContents,0.9299,0.9756,True
air quality legislation,air quality,174230,,https://w3id.org/eusoilvoc#AirQuality,0.818,0.8323,True
air pollution.,air quality,174233,,https://w3id.org/eusoilvoc#AirQuality,0.8576,0.81,True
aire--qualitat,air quality,174234,,https://w3id.org/eusoilvoc#AirQuality,0.9104,0.9993,True
soil wind erosion,soil erosion,174237,,https://w3id.org/eusoilvoc#SoilErosion,0.8071,0.9961,True
geowissenschaften,geology,174259,,https://w3id.org/eusoilvoc#Geology,0.926,0.9399,True
air quality models,air quality,174263,,https://w3id.org/eusoilvoc#AirQuality,0.9128,0.7654,True
aire -- qualitat,air quality,174264,,https://w3id.org/eusoilvoc#AirQuality,0.968,0.9989,True
el-nino,ions,174363,,https://w3id.org/eusoilvoc#Ions,0.6139,0.8448,True
soil microbial physiology,soil microfauna,174416,,https://w3id.org/eusoilvoc#SoilMicrofauna,0.9507,0.8537,True
soil organic carbon stocks,soil organic carbon,174420,,https://w3id.org/eusoilvoc#SoilOrganicCarbon,0.9469,0.9701,True
soil carbon decomposition,soil organic carbon,174440,,https://w3id.org/eusoilvoc#SoilOrganicCarbon,0.8649,0.9788,True
"metals, heavy",cadmium total elements,174476,,https://w3id.org/eusoilvoc#CadmiumTotalElements,0.6577,0.6229,True
soil health/quality,soil quality,174503,,https://w3id.org/eusoilvoc#SoilQuality,0.9538,0.9847,True
polluted soils,soil pollution,174506,,https://w3id.org/eusoilvoc#SoilPollution,0.927,0.9961,True
xylenes,ions,174530,,https://w3id.org/eusoilvoc#Ions,0.6246,0.6119,True
"waste disposal, fluid",liquid waste disposal,174552,,https://w3id.org/eusoilvoc#LiquidWasteDisposal,0.9639,0.9764,False
contaminación,soil pollution,174601,,https://w3id.org/eusoilvoc#SoilPollution,0.8209,0.8065,True
agua-contaminación,soil moisture,174647,,https://w3id.org/eusoilvoc#SoilMoisture,0.7828,0.7356,True
water-pollution,soil pollution,174648,,https://w3id.org/eusoilvoc#SoilPollution,0.7695,0.862,True
aluminium alloy,aluminium exchangeable base,174685,,https://w3id.org/eusoilvoc#AluminiumExchangeableBase,0.6952,0.6406,True
soil moisture monitoring,soil moisture contents,174757,,https://w3id.org/eusoilvoc#SoilMoistureContents,0.896,0.8466,True
soil moisture; network,soil moisture,174780,,https://w3id.org/eusoilvoc#SoilMoisture,0.9118,0.8472,True
soil affinity,soil water affinity,174807,,https://w3id.org/eusoilvoc#SoilWaterAffinity,0.8835,0.793,False
habitats directive,habitats,174853,,https://w3id.org/eusoilvoc#Habitats,0.7973,0.658,True
gypsophyte,gypsum,174854,,https://w3id.org/eusoilvoc#Gypsum,0.8592,0.8149,True
infiltration rate measurements,soil water infiltration rate numeric,174877,,https://w3id.org/eusoilvoc#SoilWaterInfiltrationRateNumeric,0.7145,0.9929,True
phylogeography,physiography,174879,,https://w3id.org/eusoilvoc#Physiography,0.8885,0.8353,True
diversity loss,soil biodiversity loss,174898,,https://w3id.org/eusoilvoc#SoilBiodiversityLoss,0.525,0.6,False
climatología,weather,174915,,https://w3id.org/eusoilvoc#Weather,0.8292,0.9541,True
geophyte,physiography,174927,,https://w3id.org/eusoilvoc#Physiography,0.6676,0.6764,True
ecosistemes,habitats,174934,,https://w3id.org/eusoilvoc#Habitats,0.8134,0.9803,True
vegetació,vegetation class,174937,,https://w3id.org/eusoilvoc#VegetationClass,0.8644,0.9081,True
plant biomass,biomass,174951,,https://w3id.org/eusoilvoc#Biomass,0.9267,0.991,True
gypsum mining,gypsum,174967,,https://w3id.org/eusoilvoc#Gypsum,0.6877,0.9926,True
gypsophil,gypsum,174969,,https://w3id.org/eusoilvoc#Gypsum,0.8929,0.6803,True
sulfates,salts,174970,,https://w3id.org/eusoilvoc#Salts,0.7066,0.6923,True
root depth,soil depth rootable,174989,,https://w3id.org/eusoilvoc#SoilDepthRootable,0.752,0.9658,True
gypsum affinity,gypsum,174997,,https://w3id.org/eusoilvoc#Gypsum,0.7909,0.7579,True
gypsum crystallization water,gypsum forms,175001,,https://w3id.org/eusoilvoc#GypsumForms,0.6306,0.7455,True
almidae,aluminium,175045,,https://w3id.org/eusoilvoc#Aluminium,0.6326,0.6945,True
human impacts,human influence class,175084,,https://w3id.org/eusoilvoc#HumanInfluenceClass,0.7182,0.9962,True
soil chemistry,soil chemical properties,175089,,https://w3id.org/eusoilvoc#SoilChemicalProperties,0.9506,0.9617,True
soil erosion modelling,soil erosion,175189,,https://w3id.org/eusoilvoc#SoilErosion,0.9306,0.8518,True
sustainable agricultural environments,agricultural sustainability,175194,,https://w3id.org/eusoilvoc#AgriculturalSustainability,0.9326,0.9614,False
soil heating,soil heat exchange,175209,,https://w3id.org/eusoilvoc#SoilHeatExchange,0.8684,0.6363,False
soil microbial functions,soil microfauna,175210,,https://w3id.org/eusoilvoc#SoilMicrofauna,0.9361,0.9747,True
sòls,soil,175216,,https://w3id.org/eusoilvoc#Soil,0.9099,0.9668,True
sòls forestals,land use forests,175218,,https://w3id.org/eusoilvoc#LandUseForests,0.7971,0.6031,True
volumetric soil water content,soil moisture,175226,,https://w3id.org/eusoilvoc#SoilMoisture,0.9352,0.7467,True
healthy soils,soil health,175229,,https://w3id.org/eusoilvoc#SoilHealth,0.9246,0.9917,True
drainage,peat drainage,175358,,https://w3id.org/eusoilvoc#PeatDrainage,0.8319,0.6238,True
nitrogen-fertilization,biological nitrogen fixation,175364,,https://w3id.org/eusoilvoc#BiologicalNitrogenFixation,0.8358,0.9961,True
shrubland,land use shrubs,175384,,https://w3id.org/eusoilvoc#LandUseShrubs,0.7993,0.9872,True
drainage water,drainage to groundwater,175458,,https://w3id.org/eusoilvoc#DrainageToGroundwater,0.9106,0.7077,False
humic acids,HumAcidC_unk,175465,,https://w3id.org/eusoilvoc#organicMatterProcedure-HumAcidC_unkn,0.6991,0.6072,True
permeability,soil permeability,175498,,https://w3id.org/eusoilvoc#SoilPermeability,0.6384,0.9179,True
complex formation,landform complex,175514,,https://w3id.org/eusoilvoc#LandformComplex,0.5801,0.7923,True
iron minerals,iron,175752,,https://w3id.org/eusoilvoc#Iron,0.8869,0.6435,True
carbonates,carbonate forms,175816,,https://w3id.org/eusoilvoc#CarbonateForms,0.912,0.936,True
ccs,effective CEC,175825,,https://w3id.org/eusoilvoc#EffectiveCEC,0.6791,0.8337,True
crop type,crop class,175834,,https://w3id.org/eusoilvoc#CropClass,0.8945,0.8416,True
soil/chemistry,soil chemical properties,175848,,https://w3id.org/eusoilvoc#SoilChemicalProperties,0.953,0.8937,True
nitrogen/analysis,nitrogen,175854,,https://w3id.org/eusoilvoc#Nitrogen,0.8666,0.8948,True
sustainable agroecosystem,agricultural sustainability,175856,,https://w3id.org/eusoilvoc#AgriculturalSustainability,0.8414,0.8764,False
soil organic carbon and total nitrogen stock,soil total carbon,175859,,https://w3id.org/eusoilvoc#SoilTotalCarbon,0.8624,0.985,True
available phosphorus,phosphorus,175872,,https://w3id.org/eusoilvoc#Phosphorus,0.9656,0.9969,True
soil incubation | microorganisms,soil microfauna,175880,,https://w3id.org/eusoilvoc#SoilMicrofauna,0.8728,0.728,True
légume,slope,175907,,https://w3id.org/eusoilvoc#Slope,0.773,0.7822,True
phosphatase,pHH2O_sat,175930,,https://w3id.org/eusoilvoc#pHProcedure-pHH2O_sat,0.5769,0.7336,True
soil carbon stock,soil carbon density,175933,,https://w3id.org/eusoilvoc#SoilCarbonDensity,0.8967,0.8276,True
land use type,land use,175934,,https://w3id.org/eusoilvoc#LandUse,0.9143,0.9995,True
phosphorus limitation,phosphorus retention,175951,,https://w3id.org/eusoilvoc#PhosphorusRetention,0.8778,0.9663,True
conservation des forêts,conservation tillage,176016,,https://w3id.org/eusoilvoc#ConservationTillage,0.7756,0.7497,True
déboisement,runoff,176030,,https://w3id.org/eusoilvoc#Runoff,0.8939,0.767,True
conservación de la diversidad biológica,biological abundance,176033,,https://w3id.org/eusoilvoc#BiologicalAbundance,0.7699,0.6221,True
réserve forestière,conservation tillage,176047,,https://w3id.org/eusoilvoc#ConservationTillage,0.666,0.6365,True
dégradation des forêts,soil degradation,176049,,https://w3id.org/eusoilvoc#SoilDegradation,0.6566,0.9816,True
optain,inputs,176053,,https://w3id.org/eusoilvoc#Inputs,0.7517,0.6283,True
hydrological connectivity,soil hydraulic conductivity,176062,,https://w3id.org/eusoilvoc#SoilHydraulicConductivity,0.71,0.7767,True
soil attributes,soil properties,176066,,https://w3id.org/eusoilvoc#SoilProperties,0.951,0.9563,True
geoscience,geology,176072,,https://w3id.org/eusoilvoc#Geology,0.8314,0.7995,True
soil capability,soil quality,176076,,https://w3id.org/eusoilvoc#SoilQuality,0.9155,0.9957,True
deplete soil-nitrogen,soil nitrogen loss,176105,,https://w3id.org/eusoilvoc#SoilNLoss,0.9141,0.8378,False
habitat provisioning,habitat provision capacity,176107,,https://w3id.org/eusoilvoc#HabitatProvisionCapacity,0.9101,0.9554,False
seedlings,seedling emergence,176161,,https://w3id.org/eusoilvoc#SeedlingEmergence,0.8297,0.6731,True
healthy soil,soil health,176292,,https://w3id.org/eusoilvoc#SoilHealth,0.9313,0.9898,True
ecosystem quality,soil quality,176294,,https://w3id.org/eusoilvoc#SoilQuality,0.7024,0.9706,True
land cover changes,land use bare cover,176298,,https://w3id.org/eusoilvoc#LandUseBareCover,0.6904,0.6559,True
estaño,slope,176331,,https://w3id.org/eusoilvoc#Slope,0.9167,0.7116,True
/dk/atira/pure/sustainabledevelopmentgoals/responsible_consumption_and_production; name=sdg 12 - responsible consumption and production,agricultural sustainability,176422,,https://w3id.org/eusoilvoc#AgriculturalSustainability,0.4922,0.891,False
soil ecosystem,soil environmental functions,176424,,https://w3id.org/eusoilvoc#SoilEnvironmentalFunctions,0.9034,0.8283,False
/dk/atira/pure/sustainabledevelopmentgoals/clean_water_and_sanitation; name=sdg 6 - clean water and sanitation,water purification,176483,,https://w3id.org/eusoilvoc#WaterPurification,0.6061,0.8005,False
forested land,land use forests,176553,,https://w3id.org/eusoilvoc#LandUseForests,0.9015,0.991,True
cropland management,crop class,176556,,https://w3id.org/eusoilvoc#CropClass,0.734,0.6568,True
écosystème,ecosystem services,176570,,https://w3id.org/eusoilvoc#EcosystemServices,0.8619,0.8445,True
woody  perennials,trees,176576,,https://w3id.org/eusoilvoc#Trees,0.6065,0.9502,True
biomass sampling,biomass,176589,,https://w3id.org/eusoilvoc#Biomass,0.8608,0.8351,True
agricultura sostenible,agricultural sustainability,176592,,https://w3id.org/eusoilvoc#AgriculturalSustainability,0.9553,0.9775,False
soil organic matter decomposition,soil organic matter,176617,,https://w3id.org/eusoilvoc#SoilOrganicMatter,0.909,0.9592,True
soil lichens,soil mineral matter,176630,,https://w3id.org/eusoilvoc#SoilMineralMatter,0.7179,0.7771,False
soil biocrust,soil biological crusts,176632,,https://w3id.org/eusoilvoc#SoilBiologicalCrusts,0.8347,0.9559,False
soil health living lab,soil health,176668,,https://w3id.org/eusoilvoc#SoilHealth,0.8272,0.6324,True
salute del suolo,soil health,176671,,https://w3id.org/eusoilvoc#SoilHealth,0.9369,0.9873,True
f300,PAWHC_calcul-fc300wp,176752,,https://w3id.org/eusoilvoc#availableWaterHoldingCapacityProcedure-PAWHC_calcul-fc300wp,0.4688,0.9736,True
biomaterials,biomass,176779,,https://w3id.org/eusoilvoc#Biomass,0.5863,0.6869,True
nitrogen-fixing bacteria,biological nitrogen fixation,176785,,https://w3id.org/eusoilvoc#BiologicalNitrogenFixation,0.8259,0.9971,True
land use sites,land use class,176795,,https://w3id.org/eusoilvoc#LandUseClass,0.8388,0.9425,True
kakovosti voda,water quality,176852,,https://w3id.org/eusoilvoc#WaterQuality,0.991,0.9983,True
water quality management,water quality,176858,,https://w3id.org/eusoilvoc#WaterQuality,0.8992,0.9226,True
swat,salts,176889,,https://w3id.org/eusoilvoc#Salts,0.6999,0.6083,True
kakovost voda,water quality,176894,,https://w3id.org/eusoilvoc#WaterQuality,0.9915,0.9993,True
water-quality,water quality,176904,,https://w3id.org/eusoilvoc#WaterQuality,0.9691,0.9999,True
soil hydraulics,soil hydraulic conductivity,176944,,https://w3id.org/eusoilvoc#SoilHydraulicConductivity,0.9063,0.9954,True
soil-water-retention,soil water retention index,176945,,https://w3id.org/eusoilvoc#SoilWaterRetentionIndex,0.907,0.7919,False
heterogeneous soils,soil pore heterogeneity,176953,,https://w3id.org/eusoilvoc#SoilPoreHeterogeneity,0.8345,0.9773,False
ecological water-quality,water quality,176966,,https://w3id.org/eusoilvoc#WaterQuality,0.8485,0.6408,True
realistic soil pollution,soil pollution,177003,,https://w3id.org/eusoilvoc#SoilPollution,0.9416,0.6503,True
total carbon,soil total carbon,177005,,https://w3id.org/eusoilvoc#SoilTotalCarbon,0.7616,0.9972,True
water holding capacity,available water holding capacity,177006,,https://w3id.org/eusoilvoc#AvailableWaterHoldingCapacity,0.9749,0.9989,True
agricultural plastics,soil plasticity,177009,,https://w3id.org/eusoilvoc#SoilPlasticity,0.5382,0.8974,True
pf-curve,pF curve,177026,,https://w3id.org/eusoilvoc#pFcurve,0.9022,0.9795,False
physical properties,soil physical properties,177038,,https://w3id.org/eusoilvoc#SoilPhysicalProperties,0.811,0.8288,True
maaperäbiologia,soil biological properties,177042,,https://w3id.org/eusoilvoc#SoilBiologicalProperties,0.8292,0.7254,True
ympäristökuormitus,environmental factors,177049,,https://w3id.org/eusoilvoc#EnvironmentalFactors,0.9359,0.7462,True
muovi,aluminium,177054,,https://w3id.org/eusoilvoc#Aluminium,0.6093,0.6669,True
zemlja,soil,177112,,https://w3id.org/eusoilvoc#Soil,0.9258,0.7135,True
kasvien kasvu,plant cover,177139,,https://w3id.org/eusoilvoc#PlantCover,0.7672,0.8433,True
soil aggregates,soil aggregation,177162,,https://w3id.org/eusoilvoc#SoilAggregation,0.9394,0.9435,False
climatologie et météorologie,weather,177184,,https://w3id.org/eusoilvoc#Weather,0.9112,0.955,True
vegetation composition,vegetation class,177191,,https://w3id.org/eusoilvoc#VegetationClass,0.8737,0.9434,True
land use types,land use class,177235,,https://w3id.org/eusoilvoc#LandUseClass,0.9222,0.9976,True
heavy-metal,cadmium total elements,177255,,https://w3id.org/eusoilvoc#CadmiumTotalElements,0.5784,0.6237,True
ekosystemtjänster,ecosystem services,177259,,https://w3id.org/eusoilvoc#EcosystemServices,0.9827,0.9999,True
jordhälsa,soil health,177260,,https://w3id.org/eusoilvoc#SoilHealth,0.7094,0.9646,True
urban land use,land use,177262,,https://w3id.org/eusoilvoc#LandUse,0.8976,0.9981,True
